월,일자,두께,소재폭,제품폭,마진,두께그룹,폭그룹,마진그룹,강종,품명그룹,기준장력,No.,생산일,라인,생산지시번호,작업장,소재번호,소유,품명,유형,재질,Size,수량,소재중량,소재길이,제품번호,제품구분,생산중량,수율(%),Size.1,단중,중량,Gross중량,도유,장력1,스피드1,장력2,스피드2,장력3,스피드3,장력,스피드,수요가,OK,NG
7,44383,1.0,1308.8,1292.0,16.799999999999955,1.0≤t＜1.1,1200≤w＜1300,6mm↑,80K,GI 외,290,2024,20210706,STL,DP210705112,OO철강(주)XX공장,21/CRW045-C01,임가공,CR,Skelp,SPFC780DP,1.007 x 1308.8 x C,1,26740,2627.0,21/CRW045-P01,제품,26400,98.73,1.007 x 1292 x C,13200.0,13200,13198,AH,,,,,,,0,0,OO제철(주)XX,0,1
7,44403,1.5,1181.2,1181.2,0.0,1.5≤t＜1.6,1100≤w＜1200,정정,,GI 외,350,2224,20210726,STL,DP210723149,OO철강(주)XX공장,21/BAV6329-C01,임가공,GI,Skelp,KS-SGC295Y,1.541 x 1181.2 x C,1,13350,952.0,21/BAV6329-P01,제품,12310,92.21,1.541 x 1181.2 x C,12310.0,12310,13350,XX,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
6,44355,1.9,954.4,954.4,0.0,1.9≤t＜5.0,900≤w＜1000,정정,60K,GI 외,380,1799,20210608,STL,DP210604033,OO철강(주)XX공장,21/CRJ513A-C01,임가공,GA,Skelp,SGAFC590DP,1.984 x 954.4 x C,1,10140,690.0,21/CRJ513A-P01,제품,10000,98.62,1.984 x 954.4 x C,10000.0,10000,10140,AG,,,,,,,0,0,OO제철(주)XX,0,1
6,44354,0.7,1293.6,1134.0,159.5999999999999,0.7≤t＜0.8,1100≤w＜1200,6mm↑,일반,GI 오일링,240,1784,20210607,STL,DP210602019,OO철강(주)XX공장,21/BAU3047A-C01,임가공,GI,Skelp,FORD(OT)-CR4+Z,0.702 x 1293.6 x C,1,13910,1972.0,21/BAU3047A-P01,제품,12220,87.85,0.702 x 1134 x C,12220.0,12220,12194,,,,,,,,0,0,OO제철(주)XX,0,1
3,44280,1.8,1230.8,1224.0,6.7999999999999545,1.8≤t＜1.9,1200≤w＜1300,6mm↑,,GI 오일링,450,824,20210325,STL,DP210323106,OO철강(주)XX공장,21/BAR4067B-C01,임가공,GI,Skelp,A653M-G55,1.815 x 1230.8 x C,1,12540,731.0,21/BAR4067B-P01,제품,12460,99.36,1.815 x 1224 x C,12460.0,12460,12471,AL,283.0,53.0,333.0,56.0,358.0,53.0,325,54,OO제철(주)XX,0,1
6,44351,0.9,1072.3,1057.0,15.299999999999956,0.9≤t＜1.0,1000≤w＜1100,6mm↑,80K,GI 외,230,1760,20210604,STL,DP210601012,OO철강(주)XX공장,21/CRL222-C01,임가공,CR,Skelp,SPFC780DP,0.994 x 1072.3 x C,1,24220,2935.0,21/CRL222-P01,제품,23900,98.68,0.994 x 1057 x C,11930.0,11930,11937,AH,,,,,,,0,0,OO제철(주)XX,0,1
5,44321,0.9,1288.4,1288.4,0.0,0.9≤t＜1.0,1200≤w＜1300,정정,60K,GI 외,270,1266,20210505,STL,DP210504103,OO철강(주)XX공장,21/BAS9211A-C01,임가공,CR,Skelp,SPFC590,0.991 x 1288.4 x C,1,13090,1330.0,21/BAS9211A-P01,제품,13070,99.85,0.991 x 1288.4 x C,13070.0,13070,13090,AH,,,,,,,0,0,OO제철(주)XX,0,1
7,44383,0.8,1202.0,1202.0,0.0,0.8≤t＜0.9,1200≤w＜1300,정정,,GI 외,250,2015,20210706,STL,DP210705103,OO철강(주)XX공장,21/CNU497B-C01,임가공,CR,Skelp,SPFC1180QP,0.89 x 1202 x C,1,5833,0.0,21/CNU497B-P01,제품,5640,96.69,0.89 x 1202 x C,5640.0,5640,5833,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
5,44323,0.6,1541.6,1528.0,13.599999999999907,0.6≤t＜0.7,1500≤w＜1600,6mm↑,,GI 외,230,1376,20210507,STL,DP210429094,OO철강(주)XX공장,21/BAT4875A-C01,임가공,GI,Skelp,A653-CS/A-L,0.621 x 1541.6 x C,1,18020,2450.0,21/BAT4875A-P03,제품,17860,99.11,0.621 x 1528 x C,4470.0,4470,4465,XX,351.0,184.0,362.0,202.0,317.0,176.0,343,187,OO제철(주)XX,1,0
6,44356,0.4,1123.0,1123.0,0.0,0.4≤t≤0.5,1100≤w＜1200,정정,,GI 외,200,1827,20210609,STL,DP210608057,OO철강(주)XX공장,21/CRP424-C01,임가공,FH,Skelp,50HNF800,0.498 x 1123 x C,1,18510,4310.0,21/CRP424-P01,제품,18450,99.68,0.498 x 1123 x C,18450.0,18450,18510,XX,,,,,,,0,0,OO제철(주)XX,0,1
5,44341,0.8,1628.8,1381.0,247.79999999999995,0.8≤t＜0.9,1300≤w＜1400,6mm↑,일반,GI 오일링,320,1642,20210525,STL,DP210517277,OO철강(주)XX공장,21/BAT3107-C01,임가공,GI,Skelp,EN-DX56D+Z,0.801 x 1628.8 x C,1,29120,2876.0,21/BAT3107-P02,제품,24680,84.75,0.801 x 1381 x C,12320.0,12320,12345,,392.0,149.0,406.0,153.0,395.0,145.0,398,149,OO제철(주)XX,1,0
5,44347,0.7,1111.7,1111.7,0.0,0.7≤t＜0.8,1100≤w＜1200,정정,,GI 외,200,1716,20210531,STL,DP210528037,OO철강(주)XX공장,21/CRH006B-C01,임가공,AC,Skelp,JS-SA1C,0.793 x 1111.7 x C,1,11660,1732.0,21/CRH006B-P01,제품,11630,99.74,0.793 x 1111.7 x C,5770.0,5770,11660,AL,,,,,,,0,0,OO제철(주)XX,0,1
7,44378,1.6,1322.0,1322.0,0.0,1.6≤t＜1.7,1300≤w＜1400,정정,,GI 외,410,1980,20210701,STL,DP210629098,OO철강(주)XX공장,21/BAV0237-C01,임가공,PO,Skelp,430,1.62 x 1322 x C,1,19150,1152.0,21/BAV0237-P01,제품,19130,99.9,1.62 x 1322 x C,19130.0,19130,19150,AG,387.0,158.0,430.0,160.0,438.0,146.0,418,155,OO제철(주)XX,0,1
6,44351,1.1,840.2,815.0,25.200000000000045,1.1≤t＜1.2,800≤w＜900,6mm↑,60K,GI 외,230,1773,20210604,STL,DP210602033,OO철강(주)XX공장,21/CRL263-C01,임가공,CR,Skelp,SPFC590,1.195 x 840.2 x C,1,15780,2026.0,21/CRL263-P02,제품,15330,97.15,1.195 x 815 x C,7670.0,7670,7653,AH,,,,,,,0,0,OO제철(주)XX,0,1
5,44323,0.6,1543.0,1528.0,15.0,0.6≤t＜0.7,1500≤w＜1600,6mm↑,,GI 외,230,1353,20210507,STL,DP210429083,OO철강(주)XX공장,21/BAT4876B-C01,임가공,GI,Skelp,A653-CS/A-L,0.621 x 1543 x C,1,18050,2456.0,21/BAT4876B-P02,제품,17890,99.11,0.621 x 1528 x C,4440.0,4440,4469,XX,315.0,160.0,344.0,180.0,343.0,190.0,334,177,OO제철(주)XX,1,0
2,44246,2.0,1183.2,1183.2,0.0,1.9≤t＜5.0,1100≤w＜1200,정정,일반,GI 외,410,590,20210219,STL,DP210216092,OO철강(주)XX공장,21/CQG060A-C01,임가공,CR,Skelp,SPCD,2.006 x 1183.2 x C,1,12650,685.0,21/CQG060A-P01,제품,12590,99.53,2.006 x 1183.2 x C,12590.0,12590,12650,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
6,44349,1.7,1282.8,1282.8,0.0,1.7≤t＜1.8,1200≤w＜1300,정정,60K,GI 외,400,1737,20210602,STL,DP210601010,OO철강(주)XX공장,21/CRJ459A-C01,임가공,GA,Skelp,SGAFC590DP,1.785 x 1282.8 x C,1,13850,780.0,21/CRJ459A-P01,제품,12650,91.34,1.785 x 1282.8 x C,12650.0,12650,13850,AG,,,,,,,0,0,OO제철(주)XX,0,1
6,44355,1.2,1535.5,1535.5,0.0,1.2≤t＜1.3,1500≤w＜1600,정정,,GI 외,380,1806,20210608,STL,DP210607038,OO철강(주)XX공장,21/BAU3271B-C01,임가공,GI,Skelp,KS-SGC245Y,1.21 x 1535.5 x C,1,23560,1641.0,21/BAU3271B-P01,제품,23370,99.19,1.21 x 1535.5 x C,11690.0,11690,11780,XX,,,,,,,0,0,OO제철(주)XX,0,1
5,44343,1.2,1274.8,1274.8,0.0,1.2≤t＜1.3,1200≤w＜1300,정정,,GI 외,320,1678,20210527,STL,DP210508005,OO철강(주)XX공장,21/BAS8734A-C01,임가공,GI,Skelp,KS-SGC245Y,1.205 x 1274.8 x C,1,13900,1172.0,21/BAS8734A-P01,제품,13830,99.5,1.205 x 1274.8 x C,13830.0,13830,13900,XX,338.0,154.0,332.0,154.0,320.0,143.0,330,150,OO제철(주)XX,1,0
6,44349,1.7,1282.4,1282.4,0.0,1.7≤t＜1.8,1200≤w＜1300,정정,60K,GI 외,400,1743,20210602,STL,DP210601021,OO철강(주)XX공장,21/CRJ458A-C01,임가공,GA,Skelp,SGAFC590DP,1.783 x 1282.4 x C,1,13910,785.0,21/CRJ458A-P01,제품,13430,96.55,1.783 x 1282.4 x C,13430.0,13430,13910,AG,,,,,,,0,0,OO제철(주)XX,0,1
3,44272,0.9,1080.0,1080.0,0.0,0.9≤t＜1.0,1000≤w＜1100,정정,일반,GI 외,230,726,20210317,STL,DP210317110,OO철강(주)XX공장,21/CQN543B-C01,임가공,CR,Skelp,SPCC,0.9 x 1080 x C,1,11730,0.0,21/CQN543B-P01,제품,11710,99.83,0.9 x 1080 x C,11710.0,11710,11730,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
1,44221,1.4,1124.3,1101.0,23.299999999999955,1.4≤t＜1.5,1100≤w＜1200,6mm↑,,GI 오일링,400,316,20210125,STL,DP210122023,OO철강(주)XX공장,21/CQD548-C01,임가공,GI,Skelp,GM-CR420LAD+Z,1.429 x 1124.3 x C,1,22090,1796.0,21/CQD548-P01,제품,21690,98.19,1.429 x 1101 x C,10860.0,10860,10816,AH,355.0,155.0,381.0,160.0,388.0,148.0,375,154,OO제철(주)XX,0,1
3,44272,0.9,1005.0,1005.0,0.0,0.9≤t＜1.0,1000≤w＜1100,정정,일반,GI 외,230,727,20210317,STL,DP210317111,OO철강(주)XX공장,21/CQM898A-C01,임가공,CR,Skelp,SPCC,0.9 x 1005 x C,1,11190,0.0,21/CQM898A-P01,제품,11170,99.82,0.9 x 1005 x C,11170.0,11170,11190,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
5,44323,0.6,1543.2,1528.0,15.200000000000044,0.6≤t＜0.7,1500≤w＜1600,6mm↑,,GI 외,230,1368,20210507,STL,DP210429091,OO철강(주)XX공장,21/BAT4882B-C01,임가공,GI,Skelp,A653-CS/A-L,0.621 x 1543.2 x C,1,20850,2834.0,21/BAT4882B-P02,제품,20650,99.04,0.621 x 1528 x C,4130.0,4130,4129,XX,380.0,201.0,392.0,202.0,352.0,184.0,375,196,OO제철(주)XX,1,0
6,44349,1.7,1282.1,1282.1,0.0,1.7≤t＜1.8,1200≤w＜1300,정정,60K,GI 외,400,1745,20210602,STL,DP210601024,OO철강(주)XX공장,21/CRJ461A-C01,임가공,GA,Skelp,SGAFC590DP,1.783 x 1282.1 x C,1,13840,781.0,21/CRJ461A-P01,제품,13580,98.12,1.783 x 1282.1 x C,13580.0,13580,13840,AG,,,,,,,0,0,OO제철(주)XX,0,1
6,44361,0.7,948.1,928.0,20.100000000000023,0.7≤t＜0.8,900≤w＜1000,6mm↑,일반,GI 외,200,1856,20210614,STL,DP210607009,OO철강(주)XX공장,21/CRM857-C01,임가공,CR,Skelp,SPCC,0.789 x 948.1 x C,1,13910,2385.0,21/CRM857-P01,제품,13590,97.7,0.789 x 928 x C,13590.0,13590,13615,AG,,,,,,,0,0,OO제철(주)XX,0,1
6,44368,0.4,1123.0,1123.0,0.0,0.4≤t≤0.5,1100≤w＜1200,정정,,GI 외,200,1884,20210621,STL,DP210619006,OO철강(주)XX공장,21/CRP432-P01,임가공,FH,Skelp,50HNF800,0.497 x 1123 x C,1,13050,3061.0,21/CRP432-P03,제품,12960,99.31,0.497 x 1123 x C,3300.0,3300,13050,XX,,,,,,,0,0,OO제철(주)XX,0,1
4,44315,1.7,1059.0,1059.0,0.0,1.7≤t＜1.8,1000≤w＜1100,정정,일반,GI 오일링,420,1173,20210429,STL,DP210429039,OO철강(주)XX공장,21/BAS3776-M09,임가공,GI,Skelp,EN-DX53D+Z,1.753 x 1059 x C,1,10411,,21/BAS3776-P10,제품,10390,99.8,1.753 x 1059 x C,10390.0,10390,10390,FG,,,,,,,0,0,OO제철(주)XX,0,1
3,44267,0.8,1164.0,1164.0,0.0,0.8≤t＜0.9,1100≤w＜1200,정정,일반,GI 외,230,678,20210312,STL,DP210312019,OO철강(주)XX공장,21/CQM854B-C01,임가공,CR,Skelp,SPCC,0.8 x 1164 x C,1,12460,1705.0,21/CQM854B-P01,제품,12440,99.84,0.8 x 1164 x C,12440.0,12440,12460,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
5,44322,0.8,1235.5,1220.0,15.5,0.8≤t＜0.9,1200≤w＜1300,6mm↑,,GI 외,250,1297,20210506,STL,DP210503100,OO철강(주)XX공장,21/BAT7108-C01,임가공,GI,Skelp,A653-G33,0.85 x 1235.5 x C,1,26500,3260.0,21/BAT7108-P01,제품,26180,98.79,0.85 x 1220 x C,8710.0,8710,8723,XX,312.0,165.0,329.0,180.0,325.0,174.0,322,173,OO제철(주)XX,1,0
6,44354,1.7,1281.8,1281.8,0.0,1.7≤t＜1.8,1200≤w＜1300,정정,60K,GI 외,400,1781,20210607,STL,DP210601011,OO철강(주)XX공장,21/CRJ457A-C01,임가공,GA,Skelp,SGAFC590DP,1.783 x 1281.8 x C,1,4260,240.0,21/CRJ457A-P01,제품,2600,61.03,1.783 x 1281.8 x C,2600.0,2600,4260,AG,,,,,,,0,0,OO제철(주)XX,0,1
5,44323,0.6,1543.2,1528.0,15.200000000000044,0.6≤t＜0.7,1500≤w＜1600,6mm↑,,GI 외,230,1371,20210507,STL,DP210429091,OO철강(주)XX공장,21/BAT4882B-C01,임가공,GI,Skelp,A653-CS/A-L,0.621 x 1543.2 x C,1,20850,2834.0,21/BAT4882B-P05,제품,20650,99.04,0.621 x 1528 x C,4120.0,4120,4129,XX,240.0,102.0,353.0,180.0,327.0,188.0,307,157,OO제철(주)XX,1,0
3,44281,1.8,1183.0,1178.0,5.0,1.8≤t＜1.9,1100≤w＜1200,6mm↓,60K,GI 외,390,834,20210326,STL,DP210319055,OO철강(주)XX공장,21/CQQ353B-F02,자사임,GA,Skelp,SGAFC590,1.8 x 1183 x C,1,12320,0.0,21/CQQ353B-P03,제품,12200,99.03,1.8 x 1178 x C,12200.0,12200,12268,,273.0,51.0,321.0,55.0,345.0,53.0,313,53,OO제철(주)XX,0,1
6,44361,1.6,899.3,884.0,15.299999999999956,1.6≤t＜1.7,800≤w＜900,6mm↑,80K,GI 외,310,1858,20210614,STL,DP210607015,OO철강(주)XX공장,21/CRN804-C01,임가공,CR,Skelp,ISC SPFC780DP,1.614 x 899.3 x C,1,17660,1567.0,21/CRN804-P02,제품,17360,98.3,1.614 x 884 x C,8690.0,8690,8680,AH,,,,,,,0,0,OO제철(주)XX,0,1
3,44277,0.8,1224.0,1224.0,0.0,0.8≤t＜0.9,1200≤w＜1300,정정,일반,GI 외,250,768,20210322,STL,DP210318148,OO철강(주)XX공장,21/CQP318B-C01,임가공,CR,Skelp,SPCC,0.8 x 1224 x C,1,13090,1753.0,21/CQP318B-P01,제품,13080,99.92,0.8 x 1224 x C,13080.0,13080,13090,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
3,44279,1.8,1231.0,1224.0,7.0,1.8≤t＜1.9,1200≤w＜1300,6mm↑,,GI 오일링,450,805,20210324,STL,DP210323114,OO철강(주)XX공장,21/BAR4064B-C01,임가공,GI,Skelp,A653M-G55,1.813 x 1231 x C,1,12440,725.0,21/BAR4064B-P01,제품,12330,99.12,1.813 x 1224 x C,12330.0,12330,12369,AL,295.0,80.0,328.0,80.0,349.0,76.0,324,79,OO제철(주)XX,0,1
6,44358,2.4,1265.7,1265.7,0.0,1.9≤t＜5.0,1200≤w＜1300,정정,일반,GI 외,430,1852,20210611,STL,DP210609037,OO철강(주)XX공장,21/BAU4432-C01,임가공,CR,Skelp,EN-DC04 A,2.47 x 1265.7 x C,1,23470,959.0,21/BAU4432-P01,제품,23450,99.91,2.47 x 1265.7 x C,23450.0,23450,23470,FL,,,,,,,0,0,OO제철(주)XX,0,1
6,44354,3.9,1235.9,1226.0,9.900000000000093,1.9≤t＜5.0,1200≤w＜1300,6mm↑,일반,GI 외,430,1786,20210607,STL,DP210602024,OO철강(주)XX공장,21/BAU4222A-C01,임가공,PO,Skelp,SPHC-P,3.956 x 1235.9 x C,1,8070,210.0,21/BAU4222A-P01,제품,7910,98.02,3.956 x 1226 x C,7910.0,7910,8005,AG,,,,,,,0,0,OO제철(주)XX,0,1
6,44377,1.2,1536.3,1522.0,14.299999999999956,1.2≤t＜1.3,1500≤w＜1600,6mm↑,,GI 외,380,1971,20210630,STL,DP210629138,OO철강(주)XX공장,21/BAU3284-P03,임가공,GI,Skelp,KS-SGC245Y,1.209 x 1536.3 x C,1,10787,751.0,21/BAU3284-P05,제품,10450,96.88,1.209 x 1522 x C,10450.0,10450,10687,XX,,,,,,,0,0,OO제철(주)XX,0,1
3,44277,0.6,800.0,800.0,0.0,0.6≤t＜0.7,800≤w＜900,정정,일반,GI 외,200,755,20210322,STL,DP210318135,OO철강(주)XX공장,21/CQQ917B-C01,임가공,CR,Skelp,SPCC,0.6 x 800 x C,1,7760,2095.0,21/CQQ917B-P01,제품,7750,99.87,0.6 x 800 x C,7750.0,7750,7760,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
1,44203,1.1,1222.0,1222.0,0.0,1.1≤t＜1.2,1200≤w＜1300,정정,일반,GI 외,310,81,20210107,STL,DP210106108,OO철강(주)XX공장,20/BAP9422D-C01,임가공,GA,Skelp,KS-SGCC,1.124 x 1222 x C,1,5490,521.0,20/BAP9422D-P01,제품,5490,100.0,1.124 x 1222 x C,5490.0,5490,5490,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
2,44251,0.6,1563.4,1404.0,159.4000000000001,0.6≤t＜0.7,1400≤w＜1500,6mm↑,일반,GI 외,220,617,20210224,STL,DP210217053,OO철강(주)XX공장,21/BAR3876A-C01,임가공,GA,Skelp,SGACUD,0.65 x 1563.4 x C,1,13110,1662.0,21/BAR3876A-P01,제품,11810,90.08,0.65 x 1404 x C,11810.0,11810,11773,AL,,,,,,,0,0,OO제철(주)XX,0,1
7,44403,1.1,1152.7,1138.0,14.700000000000044,1.1≤t＜1.2,1100≤w＜1200,6mm↑,,GI 외,290,2225,20210726,STL,DP210723152,OO철강(주)XX공장,21/BAV7618-C01,임가공,GI,Skelp,KS-SGC245Y,1.195 x 1152.7 x C,1,24250,2266.0,21/BAV7618-P01,제품,23950,98.76,1.195 x 1138 x C,8000.0,8000,7980,XX,324.0,159.0,332.0,165.0,324.0,152.0,327,159,OO제철(주)XX,1,0
6,44351,1.7,1444.8,1444.8,0.0,1.7≤t＜1.8,1400≤w＜1500,정정,60K,GI 외,430,1759,20210604,STL,DP210601008,OO철강(주)XX공장,21/CRJ452A-F02,자사임,GA,Skelp,SGAFC590DP,1.785 x 1444.8 x C,1,10680,,21/CRJ452A-P03,제품,9550,89.42,1.785 x 1444.8 x C,9550.0,9550,10680,AG,,,,,,,0,0,OO제철(주)XX,0,1
6,44368,0.4,1123.0,1123.0,0.0,0.4≤t≤0.5,1100≤w＜1200,정정,,GI 외,200,1878,20210621,STL,DP210619004,OO철강(주)XX공장,21/CRP428-P01,임가공,FH,Skelp,50HNF800,0.498 x 1123 x C,1,19080,4455.0,21/CRP428-P03,제품,19040,99.79,0.498 x 1123 x C,7240.0,7240,19080,XX,,,,,,,0,0,OO제철(주)XX,0,1
5,44341,0.5,1350.8,1334.0,16.799999999999955,0.5≤t≤0.6,1300≤w＜1400,6mm↑,,GI 외,200,1648,20210525,STL,DP210517288,OO철강(주)XX공장,21/BAU0212-C01,임가공,GI,Skelp,JS-SGC400,0.5 x 1350.8 x C,1,16370,3155.0,21/BAU0212-P01,제품,16160,98.72,0.5 x 1334 x C,8040.0,8040,8083,XX,240.0,89.0,261.0,112.0,277.0,127.0,259,109,OO제철(주)XX,1,0
6,44351,0.7,1353.2,1337.0,16.200000000000045,0.7≤t＜0.8,1300≤w＜1400,6mm↑,일반,GI 외,230,1767,20210604,STL,DP210602026,OO철강(주)XX공장,21/BAU1991-C01,임가공,CR,Skelp,SPRC340,0.789 x 1353.2 x C,1,25860,3125.0,21/BAU1991-P02,제품,25580,98.92,0.789 x 1337 x C,12850.0,12850,12775,AH,,,,,,,0,0,OO제철(주)XX,0,1
6,44365,0.6,1528.6,1274.0,254.5999999999999,0.6≤t＜0.7,1200≤w＜1300,6mm↑,,GI 오일링,220,1868,20210618,STL,DP210617020,OO철강(주)XX공장,21/BAT9322A-C01,임가공,GI,Skelp,SGCD,0.615 x 1528.6 x C,1,9100,1246.0,21/BAT9322A-P01,제품,7570,83.19,0.615 x 1274 x C,7570.0,7570,7584,AG,302.0,128.0,321.0,142.0,300.0,129.0,308,133,OO제철(주)XX,1,0
2,44246,1.4,1503.2,1503.2,0.0,1.4≤t＜1.5,1500≤w＜1600,정정,일반,GI 외,420,587,20210219,STL,DP210216088,OO철강(주)XX공장,21/BAQ7810B-C01,임가공,CR,Skelp,ISC SPRC440,1.402 x 1503.2 x C,1,11100,682.0,21/BAQ7810B-P01,제품,11080,99.82,1.402 x 1503.2 x C,11080.0,11080,11100,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
4,44307,1.0,1216.9,1210.0,6.900000000000091,1.0≤t＜1.1,1200≤w＜1300,6mm↑,,GI 외,290,1084,20210421,STL,DP210416031,OO철강(주)XX공장,21/BAT1237B-C01,임가공,GI,Skelp,JS-SGC400,1.007 x 1216.9 x C,1,12270,1294.0,21/BAT1237B-P01,제품,12200,99.43,1.007 x 1210 x C,12200.0,12200,12200,XX,280.0,58.0,299.0,59.0,321.0,56.0,300,58,OO제철(주)XX,0,1
3,44257,0.8,1197.0,1197.0,0.0,0.8≤t＜0.9,1100≤w＜1200,정정,일반,GI 오일링,270,631,20210302,STL,DP210225061,OO철강(주)XX공장,21/BAQ5252B-P01,임가공,GI,Skelp,FEP05+Z,0.811 x 1197 x C,1,14450,1916.0,21/BAQ5252B-P02,제품,14440,99.93,0.811 x 1197 x C,14440.0,14440,14450,AH,,,,,,,0,0,OO제철(주)XX,0,1
7,44399,0.4,1218.0,1218.0,0.0,0.4≤t≤0.5,1200≤w＜1300,정정,,GI 외,200,2188,20210722,STL,DP210721073,OO철강(주)XX공장,21/BAV5807A-C01,임가공,FH,Skelp,HS-SPCC-FH,0.45 x 1218 x C,1,9320,2154.0,21/BAV5807A-P01,제품,9300,99.79,0.45 x 1218 x C,9300.0,9300,9320,XX,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
3,44277,0.7,1264.0,1264.0,0.0,0.7≤t＜0.8,1200≤w＜1300,정정,일반,GI 외,220,777,20210322,STL,DP210318157,OO철강(주)XX공장,21/CQQ874C-C01,임가공,CR,Skelp,SPCC,0.7 x 1264 x C,1,10280,1522.0,21/CQQ874C-P01,제품,10260,99.81,0.7 x 1264 x C,10260.0,10260,10280,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
3,44280,3.4,1545.6,1545.6,0.0,1.9≤t＜5.0,1500≤w＜1600,정정,,GI 외,430,828,20210325,STL,DP210323121,OO철강(주)XX공장,21/BAS3659C-C01,임가공,GA,Skelp,JAH270D,3.484 x 1545.6 x C,1,8780,208.0,21/BAS3659C-P01,제품,8770,99.89,3.484 x 1545.6 x C,8770.0,8770,8780,AH,370.0,159.0,370.0,159.0,380.0,157.0,373,158,OO제철(주)XX,0,1
4,44302,1.5,1231.0,1231.0,0.0,1.5≤t＜1.6,1200≤w＜1300,정정,,GI 외,360,1026,20210416,STL,DP210413093,OO철강(주)XX공장,21/KDZ371-C01,임가공,PO,Skelp,A1011M-G55-P,1.53 x 1231 x C,1,19150,1295.0,21/KDZ371-P01,제품,19110,99.79,1.53 x 1231 x C,19110.0,19110,19150,AG,322.0,112.0,394.0,137.0,435.0,113.0,384,121,OO제철(주)XX,0,1
6,44357,1.6,916.7,904.0,12.700000000000044,1.6≤t＜1.7,900≤w＜1000,6mm↑,80K,GI 외,320,1836,20210610,STL,DP210607014,OO철강(주)XX공장,21/CRN800-C01,임가공,CR,Skelp,ISC SPFC780DP,1.617 x 916.7 x C,1,20090,1749.0,21/CRN800-P01,제품,19800,98.56,1.617 x 904 x C,9900.0,9900,9906,AH,,,,,,,0,0,OO제철(주)XX,0,1
5,44320,0.8,1236.4,1220.0,16.40000000000009,0.8≤t＜0.9,1200≤w＜1300,6mm↑,,GI 외,250,1242,20210504,STL,DP210503135,OO철강(주)XX공장,21/BAT6687B-C01,임가공,GI,Skelp,A653-G33,0.849 x 1236.4 x C,1,25580,3147.0,21/BAT6687B-P03,제품,24720,96.64,0.849 x 1220 x C,8480.0,8480,8414,XX,250.0,102.0,250.0,102.0,417.0,191.0,306,132,OO제철(주)XX,1,0
3,44277,0.9,1040.0,1040.0,0.0,0.9≤t＜1.0,1000≤w＜1100,정정,일반,GI 외,230,766,20210322,STL,DP210318146,OO철강(주)XX공장,21/CQP354B-C01,임가공,CR,Skelp,SPCC,0.9 x 1040 x C,1,11480,1572.0,21/CQP354B-P01,제품,11470,99.91,0.9 x 1040 x C,11470.0,11470,11480,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
5,44347,0.9,1546.1,1530.0,16.09999999999991,0.9≤t＜1.0,1500≤w＜1600,6mm↑,일반,GI 외,320,1709,20210531,STL,DP210526038,OO철강(주)XX공장,21/BAU2735BA-C01,임가공,GI,Skelp,KS-SGCC,0.999 x 1546.1 x C,1,14320,1199.0,21/BAU2735BA-P02,제품,14180,99.02,0.999 x 1530 x C,4750.0,4750,4724,XX,,,,,,,0,0,OO제철(주)XX,0,1
6,44354,1.4,990.9,974.0,16.899999999999977,1.4≤t＜1.5,900≤w＜1000,6mm↑,80K,GI 외,290,1798,20210607,STL,DP210607016,OO철강(주)XX공장,21/CRN770-C01,임가공,CR,Skelp,ISC SPFC780DP,1.41 x 990.9 x C,1,23010,2128.0,21/CRN770-P02,제품,22640,98.39,1.41 x 974 x C,11330.0,11330,11309,AH,,,,,,,0,0,OO제철(주)XX,0,1
3,44279,1.8,1230.9,1224.0,6.900000000000091,1.8≤t＜1.9,1200≤w＜1300,6mm↑,,GI 오일링,450,809,20210324,STL,DP210323127,OO철강(주)XX공장,21/BAR4065B-C01,임가공,GI,Skelp,A653M-G55,1.814 x 1230.9 x C,1,12530,731.0,21/BAR4065B-P01,제품,12450,99.36,1.814 x 1224 x C,12450.0,12450,12460,AL,301.0,97.0,322.0,103.0,346.0,96.0,323,99,OO제철(주)XX,0,1
